YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,TAXI_OUT,ELAPSED_TIME,AIR_TIME,WHEELS_ON,SCHEDULED_ARRIVAL,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,AS,98,N407AS,ANC,SEA,0005,2354,21,194,169,0404,0430,0,0,,,,,,
2015,1,1,4,AA,2336,N3KUAA,LAX,PBI,0010,0002,12,279,263,0737,0750,0,0,,,,,,
2015,1,1,4,US,840,N171US,SFO,CLT,0020,0018,16,293,266,0800,0806,0,0,,,,,,
2015,1,1,4,AA,258,N3HYAA,LAX,MIA,0020,0015,15,281,258,0748,0805,0,0,,,,,,
2015,1,1,4,AS,135,N527AS,SEA,ANC,0025,0024,11,215,199,0254,0320,0,0,,,,,,
2015,1,1,4,DL,806,N3730B,SFO,MSP,0025,0020,18,230,206,0604,0602,0,0,,,,,,
2015,1,1,4,NK,612,N635NK,LAS,MSP,0025,0019,11,170,154,0504,0526,0,0,,,,,,
2015,1,1,4,US,2013,N584UW,LAX,CLT,0030,0044,13,249,228,0745,0803,0,0,,,,,,
2015,1,1,4,AA,1112,N3LAAA,SFO,DFW,0030,0019,17,193,173,0529,0545,0,0,,,,,,
2015,1,1,4,DL,1173,N826DN,LAS,ATL,0030,0033,12,203,186,0651,0711,0,0,,,,,,
2015,1,1,4,DL,2336,N958DN,DEN,ATL,0030,0024,12,149,133,0449,0523,0,0,,,,,,
2015,1,1,4,AA,1674,N853AA,LAS,MIA,0035,0027,21,266,238,0746,0803,0,0,,,,,,
2015,1,1,4,DL,1434,N547US,LAX,MSP,0035,0035,18,210,188,0601,0609,0,0,,,,,,
2015,1,1,4,DL,2324,N3751B,SLC,ATL,0040,0034,18,199,176,0548,0615,0,0,,,,,,
2015,1,1,4,DL,2440,N651DL,SEA,MSP,0040,0039,28,198,166,0553,0549,0,0,,,,,,
2015,1,1,4,AS,108,N309AS,ANC,SEA,0045,0041,17,194,173,0451,0509,0,0,,,,,,
2015,1,1,4,DL,1560,N3743H,ANC,SEA,0045,0031,25,200,171,0447,0515,0,0,,,,,,
2015,1,1,4,UA,1197,N78448,SFO,IAH,0048,0042,11,217,199,0612,0626,0,0,,,,,,
2015,1,1,4,AS,122,N413AS,ANC,PDX,0050,0046,11,201,187,0504,0525,0,0,,,,,,
2015,1,1,4,DL,1670,N806DN,PDX,MSP,0050,0045,9,186,171,0545,0603,0,0,,,,,,
2015,1,1,4,NK,520,N525NK,LAS,MCI,0055,0120,11,143,128,0539,0537,0,0,,,,,,
2015,1,1,4,AA,371,N3GXAA,SEA,MIA,0100,0052,30,347,311,0933,0938,0,0,,,,,,
2015,1,1,4,NK,214,N632NK,LAS,DFW,0103,0102,13,147,128,0523,0530,0,0,,,,,,
2015,1,1,4,AA,115,N3CTAA,LAX,MIA,0105,0103,14,276,255,0832,0851,0,0,,,,,,
2015,1,1,4,DL,1450,N671DN,LAS,MSP,0105,0102,11,163,150,0543,0608,0,0,,,,,,
2015,1,1,4,UA,1545,N76517,LAX,IAH,0115,0112,11,175,156,0559,0618,0,0,,,,,,
2015,1,1,4,AS,130,N457AS,FAI,SEA,0115,0107,25,218,186,0538,0548,0,0,,,,,,
2015,1,1,4,NK,597,N528NK,MSP,FLL,0115,0127,14,220,166,0527,0542,0,0,,25,0,0,0,0
2015,1,1,4,US,413,N571UW,LAS,CLT,0120,0110,12,224,205,0747,0825,0,0,,,,,,
2015,1,1,4,AA,2392,N3HRAA,DEN,MIA,0120,0141,12,208,188,0701,0707,0,0,,,,,,
2015,1,1,4,NK,168,N629NK,PHX,ORD,0125,0237,9,175,156,0622,0549,0,0,,43,0,0,0,0
2015,1,1,4,AA,2211,N3CGAA,PHX,MIA,0127,0116,10,234,217,0703,0726,0,0,,,,,,
2015,1,1,4,AS,136,N431AS,ANC,SEA,0135,,,,,,0600,0,1,A,,,,,
2015,1,1,4,DL,95,N320US,SLC,ATL,0140,0134,43,231,182,0719,0715,0,0,,,,,,
2015,1,1,4,NK,298,N514NK,LAS,IAH,0144,0140,10,170,148,0618,0634,0,0,,,,,,
2015,1,1,4,HA,17,N389HA,LAS,HNL,0145,0145,16,385,361,0602,0555,0,0,,0,0,15,0,0
2015,1,1,4,US,617,N804AW,ANC,PHX,0152,0143,21,322,298,0902,0915,0,0,,,,,,
2015,1,1,4,UA,1528,N76519,SJU,EWR,0154,0157,12,241,220,0449,0509,0,0,,,,,,
2015,1,1,4,AS,134,N464AS,ANC,SEA,0155,0140,17,198,170,0547,0633,0,0,,,,,,
2015,1,1,4,B6,304,N607JB,SJU,JFK,0155,0153,12,248,231,0456,0450,0,0,,,,,,
2015,1,1,4,NK,451,N633NK,PBG,FLL,0155,0139,10,191,174,0443,0523,0,0,,,,,,
2015,1,1,4,NK,972,N606NK,PHX,DFW,0159,0158,11,125,103,0452,0502,0,0,,,,,,
2015,1,1,4,AA,2459,N3BDAA,PHX,DFW,0200,,,,,,0500,0,1,B,,,,,
2015,1,1,4,AS,144,N514AS,ANC,PDX,0200,0150,24,209,182,0616,0630,0,0,,,,,,
2015,1,1,4,NK,647,N630NK,IAG,FLL,0200,0155,21,178,149,0445,0504,0,0,,,,,,
2015,1,1,4,B6,1990,N597JB,SJU,EWR,0206,0152,19,264,239,0510,0512,0,0,,,,,,
2015,1,1,4,US,699,N172US,PHX,CLT,0220,0209,10,199,183,0722,0804,0,0,,,,,,
2015,1,1,4,AS,114,N303AS,ANC,SEA,0220,0209,15,199,176,0620,0640,0,0,,,,,,
2015,1,1,4,B6,668,N653JB,PSE,MCO,0255,0248,10,183,169,0447,0500,0,0,,,,,,
2015,1,1,4,UA,1162,N37293,BQN,EWR,0259,0258,14,247,225,0557,0559,0,0,,,,,,
2015,1,1,4,B6,1030,N239JB,BQN,MCO,0307,0304,25,196,160,0509,0500,0,0,,20,0,0,0,0
2015,1,1,4,B6,262,N627JB,SJU,BOS,0330,0316,14,243,224,0614,0635,0,0,,,,,,
2015,1,1,4,B6,2134,N307JB,SJU,MCO,0400,0535,9,175,163,0727,0605,0,0,,0,0,85,0,0
2015,1,1,4,B6,730,N621JB,BQN,MCO,0419,0423,11,163,148,0602,0613,0,0,,,,,,
2015,1,1,4,B6,768,N317JB,PSE,MCO,0424,0413,24,196,166,0623,0630,0,0,,,,,,
2015,1,1,4,B6,2276,N646JB,SJU,BDL,0438,0550,15,258,237,0902,0739,0,0,,17,0,72,0,0
2015,1,1,4,US,602,N197UW,ORD,PHX,0500,0459,12,232,214,0745,0748,0,0,,,,,,
2015,1,1,4,AS,695,N607AS,GEG,SEA,0500,0456,22,74,39,0557,0610,0,0,,,,,,
2015,1,1,4,HA,102,N492HA,HNL,ITO,0500,0452,10,51,35,0537,0549,0,0,,,,,,
2015,1,1,4,OO,5467,N701BR,ONT,SFO,0500,0513,19,85,61,0633,0629,0,0,,,,,,
2015,1,1,4,HA,108,N476HA,HNL,KOA,0502,0501,12,48,30,0543,0544,0,0,,,,,,
2015,1,1,4,AS,730,N423AS,ANC,SEA,0505,0457,16,199,179,0912,0930,0,0,,,,,,
2015,1,1,4,HA,206,N484HA,HNL,OGG,0505,0454,10,36,20,0524,0541,0,0,,,,,,
2015,1,1,4,UA,1500,N30401,ORD,IAH,0510,0514,23,182,147,0804,0805,0,0,,,,,,
2015,1,1,4,AA,1323,N3CXAA,MCO,MIA,0510,0507,14,55,38,0559,0613,0,0,,,,,,
2015,1,1,4,NK,103,N616NK,BOS,MYR,0510,0506,16,134,112,0714,0730,0,0,,,,,,
2015,1,1,4,OO,7404,N8982A,HIB,MSP,0510,0500,37,78,35,0612,0618,0,0,,,,,,
2015,1,1,4,OO,7419,N445SW,ABR,MSP,0510,0508,21,67,41,0610,0619,0,0,,,,,,
2015,1,1,4,OO,5254,N746SK,MAF,IAH,0510,,,,,,0637,0,1,B,,,,,
2015,1,1,4,US,480,N676AW,SEA,PHX,0515,0510,15,168,146,0851,0900,0,0,,,,,,
2015,1,1,4,AA,1057,N3ASAA,DFW,MIA,0515,0703,15,155,133,1031,0856,0,0,,0,0,0,0,102
2015,1,1,4,AA,2454,N3ETAA,BOS,MIA,0515,0510,14,215,182,0826,0843,0,0,,,,,,
2015,1,1,4,EV,4354,N12142,MKE,IAH,0515,0517,12,189,163,0812,0813,0,0,,,,,,
2015,1,1,4,US,425,N174US,PDX,PHX,0520,0620,13,150,132,0945,0850,0,0,,0,0,60,0,0
2015,1,1,4,AA,89,N3KVAA,IAH,MIA,0520,0618,19,137,111,0928,0841,0,0,,0,0,54,0,0
2015,1,1,4,DL,2099,N355NW,BNA,DTW,0520,0511,30,106,66,0747,0803,0,0,,,,,,
2015,1,1,4,EV,4685,N26545,BRO,IAH,0520,0517,15,72,49,0621,0634,0,0,,,,,,
2015,1,1,4,EV,5583,N882AS,VPS,ATL,0520,0514,9,57,42,0705,0726,0,0,,,,,,
2015,1,1,4,OO,5484,N824AS,BOI,SFO,0520,0525,24,110,79,0608,0612,0,0,,,,,,
2015,1,1,4,OO,7370,N432SW,BJI,MSP,0520,0517,31,72,34,0622,0620,0,0,,,,,,
2015,1,1,4,HA,103,N477HA,HNL,LIH,0523,0513,7,35,21,0541,0600,0,0,,,,,,
2015,1,1,4,EV,5187,N720EV,BNA,ATL,0525,0525,32,70,35,0732,0730,0,0,,,,,,
2015,1,1,4,MQ,2859,N660MQ,SGF,DFW,0525,,,,,,0700,0,1,B,,,,,
2015,1,1,4,UA,1201,N79521,PHL,IAH,0530,0532,12,234,210,0814,0820,0,0,,,,,,
2015,1,1,4,UA,1221,N37281,PDX,DEN,0530,0534,9,142,125,0848,0852,0,0,,,,,,
2015,1,1,4,UA,1607,N36476,SEA,DEN,0530,0529,10,157,138,0857,0907,0,0,,,,,,
2015,1,1,4,AA,328,N4XKAA,DEN,DFW,0530,0623,32,138,96,0931,0835,0,0,,13,0,53,0,0
2015,1,1,4,EV,5764,N832AS,SBN,ORD,0530,0527,12,44,22,0501,0525,0,0,,,,,,
2015,1,1,4,F9,1279,N918FR,PHL,MCO,0530,0526,12,146,128,0746,0810,0,0,,,,,,
2015,1,1,4,NK,409,N509NK,ORD,FLL,0530,0526,12,167,149,0907,0938,0,0,,,,,,
2015,1,1,4,OO,5460,N583SW,RDD,SFO,0530,,,,,,0700,0,1,A,,,,,
2015,1,1,4,OO,6391,N593ML,EUG,DEN,0530,0526,26,180,143,0915,0913,0,0,,,,,,
2015,1,1,4,UA,1532,N77066,SFO,DEN,0531,0550,15,153,127,0912,0857,0,0,,7,0,19,0,0
2015,1,1,4,UA,1167,N66837,ORD,DEN,0533,0540,10,163,142,0712,0720,0,0,,,,,,
2015,1,1,4,UA,1012,N17245,IAD,IAH,0535,0541,12,215,194,0807,0802,0,0,,,,,,
2015,1,1,4,B6,2001,N358JB,BUF,JFK,0535,0530,17,78,56,0643,0703,0,0,,,,,,
2015,1,1,4,B6,2807,N190JB,PWM,JFK,0535,0528,13,67,50,0631,0700,0,0,,,,,,
2015,1,1,4,B6,2023,N324JB,JFK,SJU,0535,0618,13,201,184,1035,1020,0,0,,0,0,19,0,0
2015,1,1,4,EV,4557,N12967,CRP,IAH,0535,0523,12,52,33,0608,0636,0,0,,,,,,
2015,1,1,4,EV,5241,N849AS,PIA,DTW,0535,0530,18,75,54,0742,0803,0,0,,,,,,
2015,1,1,4,EV,5498,N132EV,ORD,DTW,0535,0550,18,67,41,0749,0800,0,0,,,,,,
2015,1,1,4,OO,6512,N925SW,FAT,LAX,0535,0530,33,80,42,0645,0650,0,0,,,,,,
2015,1,1,4,UA,1577,N69813,SMF,DEN,0538,0634,26,164,129,1009,0900,0,0,,22,0,56,0,0
2015,1,1,4,OO,4986,N719SK,AUS,LAX,0538,0535,16,199,173,0644,0710,0,0,,,,,,
2015,1,1,4,B6,727,N292JB,BOS,BWI,0540,0536,14,84,66,0656,0721,0,0,,,,,,
2015,1,1,4,B6,1012,N375JB,ORD,BOS,0540,0529,16,114,95,0820,0856,0,0,,,,,,
2015,1,1,4,DL,824,N3736C,PHX,DTW,0540,0808,19,203,178,1325,1123,0,0,,0,0,0,0,128
2015,1,1,4,DL,941,N910DN,MCI,ATL,0540,0546,11,101,84,0821,0842,0,0,,,,,,
2015,1,1,4,DL,2079,N389DA,BOS,DTW,0540,0537,15,125,105,0737,0803,0,0,,,,,,
2015,1,1,4,EV,3268,N14998,ATL,IAD,0540,0556,9,103,79,0724,0725,0,0,,,,,,
2015,1,1,4,EV,4160,N11150,JAX,EWR,0540,0531,9,132,109,0729,0757,0,0,,,,,,
2015,1,1,4,OO,6285,N962SW,MFR,DEN,0540,0538,42,188,138,0938,0921,0,0,,25,0,0,0,0
2015,1,1,4,OO,5184,N776SK,SLC,IAH,0540,0537,18,180,158,0933,0953,0,0,,,,,,
2015,1,1,4,OO,6358,N926SW,IDA,DEN,0541,0539,30,113,72,0721,0725,0,0,,,,,,
2015,1,1,4,F9,161,N905FR,MSN,DEN,0544,0534,7,144,128,0649,0709,0,0,,,,,,
2015,1,1,4,OO,4833,N554CA,MKE,DTW,0545,0543,10,55,36,0729,0759,0,0,,,,,,
2015,1,1,4,UA,1119,N69810,GEG,DEN,0545,0542,21,136,107,0850,0904,0,0,,,,,,
2015,1,1,4,UA,1237,N65832,SEA,IAH,0545,0541,13,266,238,1152,1156,0,0,,,,,,
2015,1,1,4,UA,1540,N78509,DCA,IAH,0545,0550,10,197,182,0802,0814,0,0,,,,,,
2015,1,1,4,AA,1433,N4YNAA,SAT,DFW,0545,0539,12,59,41,0632,0650,0,0,,,,,,
2015,1,1,4,AA,2299,N3LLAA,JFK,MIA,0545,0640,17,199,152,0929,0850,0,0,,14,0,55,0,0
2015,1,1,4,B6,721,N623JB,BOS,PBI,0545,0551,16,190,170,0857,0910,0,0,,,,,,
2015,1,1,4,B6,917,N606JB,BOS,JFK,0545,0543,12,66,44,0639,0702,0,0,,,,,,
2015,1,1,4,B6,939,N794JB,JFK,BQN,0545,0545,17,202,180,1002,1026,0,0,,,,,,
2015,1,1,4,DL,1890,N377DA,DFW,ATL,0545,0603,13,104,86,0842,0849,0,0,,,,,,
2015,1,1,4,EV,4646,N29917,CHS,EWR,0545,0540,26,122,91,0737,0741,0,0,,,,,,
2015,1,1,4,F9,365,N218FR,MKE,DEN,0545,0621,9,142,120,0730,0726,0,0,,0,0,17,0,0
2015,1,1,4,F9,117,N933FR,MSP,DEN,0545,0538,15,128,104,0637,0654,0,0,,,,,,
2015,1,1,4,MQ,2926,N932MQ,CHS,DFW,0545,,,,,,0755,0,1,B,,,,,
2015,1,1,4,OO,2599,N435SW,DEN,LAX,0545,0658,11,133,112,0801,0715,0,0,,0,0,56,0,0
2015,1,1,4,OO,5482,N934SW,SBA,DEN,0545,0542,25,167,134,0921,0919,0,0,,,,,,
2015,1,1,4,OO,6457,N560SW,SMX,LAX,0545,,,,,,0651,0,1,A,,,,,
2015,1,1,4,HA,218,N485HA,HNL,KOA,0548,0540,10,44,27,0617,0630,0,0,,,,,,
2015,1,1,4,B6,515,N337JB,BOS,BUF,0549,0540,17,99,78,0715,0725,0,0,,,,,,
2015,1,1,4,UA,228,N439UA,PDX,EWR,0550,0547,10,282,263,1320,1404,0,0,,,,,,
2015,1,1,4,US,641,N650AW,IND,PHX,0550,0545,12,249,234,0751,0750,0,0,,,,,,
2015,1,1,4,UA,495,N548UA,LAX,DEN,0550,0550,11,136,118,0859,0915,0,0,,,,,,
2015,1,1,4,UA,507,N808UA,CLE,IAH,0550,0629,11,198,170,0830,0804,0,0,,4,0,39,0,0
2015,1,1,4,UA,1553,N37290,BOS,EWR,0550,0552,12,67,46,0650,0718,0,0,,,,,,
2015,1,1,4,US,403,N660AW,DEN,PHX,0550,0550,15,109,91,0736,0749,0,0,,,,,,
2015,1,1,4,US,446,N651AW,MCI,PHX,0550,0544,15,179,159,0738,0748,0,0,,,,,,
2015,1,1,4,AA,1178,N573AA,AUS,DFW,0550,0548,19,61,36,0643,0650,0,0,,,,,,
2015,1,1,4,AA,2410,N3BAAA,LAX,DFW,0550,0600,17,172,150,1047,1050,0,0,,,,,,
2015,1,1,4,DL,2453,N966DL,GSP,ATL,0550,0550,26,59,28,0644,0649,0,0,,,,,,
2015,1,1,4,B6,2228,N231JB,MCO,EWR,0550,0548,12,144,127,0807,0819,0,0,,,,,,
2015,1,1,4,EV,4555,N13133,MCI,IAH,0550,0548,15,138,110,0753,0805,0,0,,,,,,
2015,1,1,4,EV,5698,N835AS,BDL,IAD,0550,0543,9,76,58,0650,0718,0,0,,,,,,
2015,1,1,4,MQ,3534,N925MQ,ABI,DFW,0550,,,,,,0645,0,1,B,,,,,
2015,1,1,4,EV,4339,N14179,RIC,IAH,0550,0548,14,220,195,0817,0815,0,0,,,,,,
2015,1,1,4,OO,6204,N917SW,BFL,DEN,0550,0556,31,164,125,0932,0920,0,0,,14,0,6,0,0
2015,1,1,4,OO,6261,N107SY,SAT,SFO,0550,0557,9,223,198,0724,0759,0,0,,,,,,
2015,1,1,4,OO,5160,N794SK,OMA,IAH,0550,0605,16,146,120,0821,0810,0,0,,6,0,15,0,0
2015,1,1,4,OO,6224,N956SW,RDM,DEN,0550,0549,12,150,130,0911,0913,0,0,,,,,,
2015,1,1,4,B6,860,N656JB,FLL,BDL,0553,0551,10,177,162,0843,0839,0,0,,,,,,
2015,1,1,4,EV,5230,N181PQ,CID,ATL,0554,0554,27,114,84,0845,0905,0,0,,,,,,
2015,1,1,4,WN,526,N742SW,SFO,DEN,0555,0553,11,150,132,0916,0925,0,0,,,,,,
2015,1,1,4,UA,1222,N68452,MCO,LAX,0555,0557,10,343,310,0817,0836,0,0,,,,,,
2015,1,1,4,UA,1507,N31412,TPA,EWR,0555,0549,9,149,131,0809,0831,0,0,,,,,,
2015,1,1,4,AA,1094,N3DXAA,SEA,DFW,0555,0555,24,251,216,1155,1150,0,0,,16,0,0,0,0
2015,1,1,4,AA,1233,N3HXAA,BOS,DFW,0555,0551,15,269,243,0909,0930,0,0,,,,,,
2015,1,1,4,B6,115,N284JB,SYR,JFK,0555,0550,27,75,43,0700,0718,0,0,,,,,,
2015,1,1,4,B6,185,N334JB,ROC,JFK,0555,0550,20,73,48,0658,0720,0,0,,,,,,
2015,1,1,4,EV,2519,N905EV,TYR,DFW,0555,0546,9,50,25,0620,0645,0,0,,,,,,
2015,1,1,4,EV,3928,N11140,MCI,ORD,0555,0554,19,83,58,0711,0729,0,0,,,,,,
2015,1,1,4,EV,3941,N16561,LAN,ORD,0555,0555,27,75,39,0601,0604,0,0,,,,,,
2015,1,1,4,EV,5976,N27200,BUF,EWR,0555,0928,38,93,48,1054,0715,0,0,,13,0,0,0,213
2015,1,1,4,MQ,3161,N5PBMQ,XNA,DFW,0555,,,,,,0710,0,1,B,,,,,
2015,1,1,4,EV,5677,N12563,GSO,EWR,0556,0538,19,90,65,0702,0730,0,0,,,,,,
2015,1,1,4,NK,224,N607NK,ORD,LGA,0556,0547,16,160,92,0835,0900,0,0,,27,0,0,0,0
2015,1,1,4,UA,1457,N76529,LAX,IAH,0557,0555,12,178,160,1047,1109,0,0,,,,,,
2015,1,1,4,AA,1205,N3FKAA,EWR,MIA,0559,0552,22,177,149,0843,0902,0,0,,,,,,
2015,1,1,4,OO,5547,N910SW,ONT,DEN,0559,0758,4,138,123,1105,0920,0,0,,0,0,0,0,116
2015,1,1,4,UA,210,N830UA,MSP,DEN,0600,0556,14,120,100,0650,0719,0,0,,,,,,
2015,1,1,4,UA,214,N454UA,PBI,IAH,0600,0555,17,172,146,0738,0750,0,0,,,,,,
2015,1,1,4,UA,247,N462UA,PHX,IAH,0600,0751,31,160,118,1120,0928,0,0,,12,0,0,0,111
2015,1,1,4,UA,256,N464UA,RSW,IAH,0600,0600,13,155,133,0726,0736,0,0,,,,,,
2015,1,1,4,UA,319,N498UA,EWR,MCO,0600,0603,14,152,135,0832,0853,0,0,,,,,,
2015,1,1,4,UA,374,N415UA,OMA,ORD,0600,0612,19,79,57,0728,0737,0,0,,,,,,
2015,1,1,4,US,635,N544UW,SMF,PHX,0600,0551,24,131,90,0845,0850,0,0,,,,,,
2015,1,1,4,US,646,N654AW,OAK,PHX,0600,0558,28,125,88,0854,0855,0,0,,,,,,
2015,1,1,4,US,1941,N708UW,PVD,CLT,0600,0555,11,130,114,0800,0819,0,0,,,,,,
2015,1,1,4,UA,422,N847UA,RNO,DEN,0600,0557,22,147,120,0919,0910,0,0,,,,,,
2015,1,1,4,UA,544,N831UA,PIT,IAH,0600,0622,19,197,175,0836,0815,0,0,,2,0,22,0,0
2015,1,1,4,UA,1016,N68807,DEN,IAH,0600,0552,11,146,114,0857,0922,0,0,,,,,,
2015,1,1,4,WN,4122,N486WN,BOS,BWI,0600,0556,17,83,63,0716,0745,0,0,,,,,,
2015,1,1,4,WN,4822,N293WN,LAS,BWI,0600,0602,10,243,230,1302,1330,0,0,,,,,,
2015,1,1,4,WN,2215,N249WN,ABQ,HOU,0600,0607,29,135,103,0919,0900,0,0,,15,0,7,0,0
2015,1,1,4,WN,676,N630WN,PHX,SLC,0600,0601,9,88,76,0726,0735,0,0,,,,,,
2015,1,1,4,WN,2787,N910WN,PIT,FLL,0600,0559,9,145,132,0820,0850,0,0,,,,,,
2015,1,1,4,WN,4859,N8641B,PVD,BWI,0600,0606,11,81,63,0720,0740,0,0,,,,,,
2015,1,1,4,WN,597,N768SW,SFO,ATL,0600,0554,9,270,253,1316,1340,0,0,,,,,,
2015,1,1,4,UA,1158,N73445,SFO,ORD,0600,0557,21,256,222,1200,1217,0,0,,,,,,
2015,1,1,4,UA,1163,N24224,MCO,EWR,0600,0555,10,141,126,0811,0834,0,0,,,,,,
2015,1,1,4,UA,1188,N68822,PDX,IAH,0600,0613,11,242,224,1208,1204,0,0,,,,,,
